METRO_ID	Metropolitan areas	Year	CO2_PC	ENTROPY_1000M	EQU_HOU_DISP_INC	GDP_PC	GINI_INC	GREEN_AREA_PC	LABOUR_PRODUCTIVITY	PCT_INTENSITY	POP_DENS	SPRAWL	UNEMP_R	Country
US038	Buffalo	2003				39113.16		2277.43	82971.35	1.21	282.04		5.95	US
US038	Buffalo	2004				39997.33		2284.28	83901.19	1.54	281.2		5.8	US
US038	Buffalo	2005	18.82			39835.97		2291.15	82957.58	1.53	280.35		5.32	US
US038	Buffalo	2006				40277.09		2298.04	83783.95	1.52	279.51	3.5	5.11	US
US038	Buffalo	2007				39890.01		2304.94	83258.91	1.34	278.67		4.9	US
US038	Buffalo	2008	17.61			40159.73		2311.87	83280.66	1.21	277.84		5.91	US
US038	Buffalo	2009				41361.49		2318.82	88299.33		277.01		8.44	US
US038	Buffalo	2010				41937.14		2325.78	89878.73		276.18		8.49	US
US038	Buffalo	2011				42391.0		2332.77	91039.13		275.35	8.1	8.02	US
US038	Buffalo	2012				43133.69		2339.77	92434.0		274.53		8.32	US
US038	Buffalo	2013				43510.36		2346.8	92574.32		273.7		7.52	US
US039	Grand Rapids	2001				52633.22		2926.2	98886.25	0.81	255.47		4.6	US
US039	Grand Rapids	2002				54123.85		2912.17	106229.67	1.03	256.7		6.06	US
US039	Grand Rapids	2003				54427.48		2898.2	109040.03	0.95	257.94		7.27	US
US039	Grand Rapids	2004				54654.83		2884.3	108158.6	0.94	259.18		6.63	US
US039	Grand Rapids	2005	10.96			55143.59		2870.46	107044.6	1.15	260.43		5.73	US
US039	Grand Rapids	2006				54946.37		2856.7	105628.94	1.04	261.69	-0.53	5.58	US
US039	Grand Rapids	2007				53175.97		2843.0	102797.76	1.19	262.95		5.79	US
US039	Grand Rapids	2008	10.28			50149.6		2829.36	99398.08	0.86	264.22		6.74	US
US039	Grand Rapids	2009				48658.62		2815.79	105362.06		265.49		10.68	US
US039	Grand Rapids	2010				49789.09		2802.29	109640.1		266.77		10.4	US
US039	Grand Rapids	2011				50488.04		2788.85	108390.73		268.05	-9.1	8.14	US
US039	Grand Rapids	2012				52832.08		2775.47	109726.5		269.35		6.72	US
US039	Grand Rapids	2013				54847.09		2762.16	111875.41		270.64		6.45	US
US044	Albany	2001				44644.57		1929.32	87522.62	2.11	111.37		3.49	US
US044	Albany	2002				45110.46		1919.18	88438.53	2.55	111.96		4.15	US
US044	Albany	2003				46567.72		1909.08	91755.54	3.25	112.55		4.36	US
US044	Albany	2004				48034.54		1899.03	93855.96	2.78	113.15		4.28	US
US044	Albany	2005	12.69			48050.34		1889.03	93356.92	3.18	113.75		4.03	US
US044	Albany	2006				48353.45		1879.06	94406.64	3.73	114.35	0.58	3.97	US
US044	Albany	2007				47579.4		1869.14	93848.59	3.12	114.96		4.07	US
US044	Albany	2008	11.6			47785.86		1859.26	94552.14	2.0	115.57		4.95	US
US044	Albany	2009				49616.25		1849.42	101382.36		116.18		7.02	US
US044	Albany	2010				49349.38		1839.63	103301.54		116.8		7.39	US
US044	Albany	2011				48871.63		1829.88	104162.84		117.42	5.6	7.25	US
US044	Albany	2012				49578.29		1820.17	105365.98		118.05		7.43	US
US044	Albany	2013				49884.69		1810.5	105618.45		118.68		6.44	US
US045	Detroit	2001				55053.07		521.12	114412.81	1.33	767.29		5.36	US
US045	Detroit	2002				55844.49		523.61	119135.36	1.41	763.64		6.37	US
US045	Detroit	2003				56829.74		526.08	122751.4	1.32	760.06		7.19	US
US045	Detroit	2004				55873.45		528.53	120943.41	1.57	756.54		7.26	US
US045	Detroit	2005	17.58			56337.4		530.95	122168.57	1.87	753.09		7.32	US
US045	Detroit	2006				54159.61		533.35	117689.07	1.85	749.7	3.45	7.27	US
US045	Detroit	2007				53781.62		535.73	117937.58	1.68	746.37		7.54	US
US045	Detroit	2008	16.89			50432.72		538.08	113346.01	1.49	743.11		8.69	US
US045	Detroit	2009				46196.05		540.41	111753.61		739.91		15.03	US
US045	Detroit	2010				48862.76		542.71	118907.32		736.76		13.82	US
US045	Detroit	2011				50331.46		544.99	120951.12		733.68	7.1	11.53	US
US045	Detroit	2012				51999.83		547.25	122554.21		730.66		10.23	US
US045	Detroit	2013				52903.35		549.47	121927.25		727.7		9.4	US
US048	Boston	2001				73834.21		89.57	140916.38	6.46	732.89		3.57	US
US048	Boston	2002				73064.3		89.29	142545.81	6.1	735.15		5.28	US
US048	Boston	2003				73952.48		89.02	147262.96	6.22	737.41		5.72	US
US048	Boston	2004				75655.86		88.75	151869.96	6.48	739.68		5.0	US
US048	Boston	2005	16.45			76473.1		88.47	153236.33	6.92	741.96		4.54	US
US048	Boston	2006				77430.55		88.2	153434.16	7.42	744.24	3.0	4.41	US
US048	Boston	2007				80130.0		87.93	157497.19	6.7	746.54		4.08	US
US048	Boston	2008	15.39			79408.01		87.66	155816.62	6.1	748.84		4.86	US
US048	Boston	2009				77885.54		87.39	157457.91		751.15		7.51	US
US048	Boston	2010				80446.39		87.12	162803.58		753.46		7.5	US
US048	Boston	2011				81512.09		86.85	163722.47		755.78	3.5	6.53	US
US048	Boston	2012				83523.98		86.59	166566.18		758.12		6.03	US
US048	Boston	2013				84731.98		86.32	169020.16		760.45		6.32	US
US055	Chicago	2001				55489.49		435.03	112196.9	1.43	482.69		5.45	US
US055	Chicago	2002				55371.66		433.56	115231.58	1.61	484.33		6.73	US
US055	Chicago	2003				55698.66		432.03	116928.2	1.49	486.05		6.76	US
US055	Chicago	2004				56877.17		430.45	118857.03	1.77	487.83		6.23	US
US055	Chicago	2005	20.02			57752.24		428.81	120656.43	2.07	489.7		5.9	US
US055	Chicago	2006				59039.99		427.11	119917.38	2.39	491.64	4.47	4.53	US
US055	Chicago	2007				59572.98		425.36	119390.85	2.15	493.68		4.91	US
US055	Chicago	2008	18.47			57529.1		423.54	116772.77	1.71	495.8		6.14	US
US055	Chicago	2009				55772.15		421.66	120000.54		498.01		10.05	US
US055	Chicago	2010				56441.72		419.72	122686.71		500.31		10.42	US
US055	Chicago	2011				56768.63		417.71	123418.75		502.71	5.3	9.81	US
US055	Chicago	2012				58010.41		415.63	124686.35		505.22		8.91	US
US055	Chicago	2013				58288.38		413.49	125588.67		507.84		9.06	US
US060	Providence	2001				41826.73		123.48	85505.99	0.86	504.27		4.77	US
US060	Providence	2002				43718.69		123.43	88579.73	0.94	504.47		5.3	US
US060	Providence	2003				45207.76		123.38	90266.42	1.14	504.67		5.65	US
US060	Providence	2004				47228.3		123.33	95547.58	1.12	504.87		5.45	US
US060	Providence	2005	13.59			47088.1		123.28	94022.59	1.09	505.08		5.27	US
US060	Providence	2006				48271.28		123.23	94381.0	1.35	505.28	4.74	5.25	US
US060	Providence	2007				46763.88		123.18	91564.38	1.08	505.48		5.41	US
US060	Providence	2008	12.78			45358.85		123.13	91568.1	0.9	505.68		8.02	US
US060	Providence	2009				45759.57		123.08	96671.03		505.89		11.38	US
US060	Providence	2010				46882.64		123.03	99229.93		506.09		12.16	US
US060	Providence	2011				46567.81		122.98	99667.37		506.29	2.4	11.59	US
US060	Providence	2012				47274.58		122.93	100656.24		506.5		10.6	US
US060	Providence	2013				48088.09		122.88	102096.22		506.7		9.77	US
US065	Toledo (US)	2001				45757.4		557.8	96331.45	0.59	499.28		4.98	US
US065	Toledo (US)	2002				46111.8		559.45	99226.66	0.64	497.8		6.83	US
US065	Toledo (US)	2003				46492.82		561.11	100742.08	0.98	496.34		7.45	US
US065	Toledo (US)	2004				46700.79		562.77	101157.23	1.58	494.87		7.31	US
US065	Toledo (US)	2005	21.14			47008.21		564.43	101048.09	1.15	493.42		6.72	US
US065	Toledo (US)	2006				46720.97		566.1	99023.21	1.53	491.96	3.48	6.22	US
US065	Toledo (US)	2007				45212.77		567.77	97315.75	1.0	490.51		6.73	US
US065	Toledo (US)	2008	19.9			43204.96		569.45	94777.65	1.31	489.06		8.2	US
US065	Toledo (US)	2009				45162.57		571.14	102730.32		487.62		12.14	US
US065	Toledo (US)	2010				46535.31		572.82	107867.62		486.18		11.26	US
US065	Toledo (US)	2011				50050.41		574.52	115938.58		484.75	5.9	9.69	US
US065	Toledo (US)	2012				52350.48		576.22	120427.03		483.32		8.22	US
US065	Toledo (US)	2013				51498.35		577.92	117516.77		481.9		8.47	US
US069	Cleveland	2001				56691.35		476.67	116200.97	1.63	899.34		4.4	US
US069	Cleveland	2002				58174.13		480.1	120543.59	1.96	892.93		5.55	US
US069	Cleveland	2003				59757.51		483.54	124386.5	1.94	886.57		6.1	US
US069	Cleveland	2004				61407.12		487.0	128441.32	2.26	880.27		6.12	US
US069	Cleveland	2005	12.43			61864.6		490.48	129457.43	1.99	874.03		5.86	US
US069	Cleveland	2006				61988.72		493.97	129259.19	2.08	867.84	5.46	5.59	US
US069	Cleveland	2007				62085.23		497.49	128830.17	2.44	861.7		6.16	US
US069	Cleveland	2008	11.83			62558.14		501.03	131169.87	2.04	855.62		6.86	US
US069	Cleveland	2009				59806.54		504.59	130873.05		849.59		8.93	US
US069	Cleveland	2010				62025.09		508.16	135488.78		843.61		9.01	US
US069	Cleveland	2011				63389.71		511.75	137395.45		837.69	6.4	8.06	US
US069	Cleveland	2012				65979.66		515.37	141942.16		831.82		7.49	US
US069	Cleveland	2013				66871.91		519.0	142942.44		825.99		7.57	US
US070	Des Moines	2001				59033.89		5797.73	105612.06	0.94	57.81		2.83	US
US070	Des Moines	2002				60028.93		5707.66	107329.03	0.75	58.73		3.57	US
US070	Des Moines	2003				63323.83		5618.39	116754.3	0.75	59.66		3.99	US
US070	Des Moines	2004				67831.16		5529.86	126057.56	0.8	60.61		4.45	US
US070	Des Moines	2005	10.71			70669.37		5442.12	130421.74	1.0	61.59		3.96	US
US070	Des Moines	2006				68020.73		5355.11	123237.61	1.14	62.59	-1.29	3.41	US
US070	Des Moines	2007				72855.77		5268.85	131815.54	1.14	63.62		3.5	US
US070	Des Moines	2008	9.58			64751.68		5183.34	118235.88	1.14	64.67		3.82	US
US070	Des Moines	2009				62357.53		5098.57	117637.23		65.74		5.89	US
US070	Des Moines	2010				62699.23		5014.52	120880.74		66.84		6.21	US
US070	Des Moines	2011				62588.24		4931.2	123136.81		67.97	-7.0	5.87	US
US070	Des Moines	2012				65058.81		4848.59	128441.79		69.13		5.23	US
US070	Des Moines	2013				65866.2		4766.7	128681.75		70.32		4.6	US
US077	Omaha	2001				50157.71		823.04	93745.35	0.46	68.02		3.29	US
US077	Omaha	2002				51517.43		813.31	97349.3	0.42	68.83		3.94	US
US077	Omaha	2003				52916.07		803.66	100735.16	0.49	69.66		4.31	US
US077	Omaha	2004				54259.14		794.08	103920.13	0.38	70.5		4.35	US
US077	Omaha	2005	24.05			54543.27		784.58	105444.14	0.74	71.35		4.34	US
US077	Omaha	2006				55690.25		775.16	107453.42	0.9	72.22	-0.02	3.44	US
US077	Omaha	2007				55832.69		765.81	107542.13	0.61	73.1		3.38	US
US077	Omaha	2008	21.13			55035.32		756.54	105744.55	0.34	73.99		3.6	US
US077	Omaha	2009				55045.93		747.35	109860.91		74.9		5.06	US
US077	Omaha	2010				55089.85		738.23	111192.23		75.83		5.24	US
US077	Omaha	2011				55462.52		729.18	112186.12		76.77	-5.0	5.04	US
US077	Omaha	2012				57242.05		720.21	115422.05		77.73		4.52	US
US077	Omaha	2013				57904.49		711.31	117447.06		78.7		4.29	US
US081	Akron	2001				40604.03		1283.71	82390.67	1.9	498.94		4.58	US
US081	Akron	2002				42134.73		1283.98	86550.63	1.83	498.83		5.97	US
US081	Akron	2003				43111.25		1284.24	87908.35	1.94	498.73		6.15	US
US081	Akron	2004				44732.03		1284.5	90316.85	2.07	498.63		6.03	US
US081	Akron	2005	15.34			45728.54		1284.77	90771.53	2.51	498.52		5.72	US
US081	Akron	2006				45571.75		1285.04	88876.62	2.32	498.42	3.11	5.21	US
US081	Akron	2007				45671.33		1285.3	88871.2	2.06	498.32		5.37	US
US081	Akron	2008	14.71			45494.38		1285.57	88671.86	2.09	498.22		6.12	US
US081	Akron	2009				43567.42		1285.83	89315.93		498.11		9.76	US
US081	Akron	2010				44418.32		1286.1	92757.84		498.01		9.95	US
US081	Akron	2011				44552.6		1286.36	93041.61		497.91	3.5	8.48	US
US081	Akron	2012				46105.97		1286.63	96074.2		497.8		7.05	US
US081	Akron	2013				46161.82		1286.89	96026.96		497.7		7.15	US
US084	New York	2001				64295.11		40.74	140380.82	1.25	1635.09		5.08	US
US084	New York	2002				64145.0		40.64	141142.57	1.42	1639.3		6.69	US
US084	New York	2003				63902.69		40.54	141332.43	1.42	1643.53		6.81	US
US084	New York	2004				65838.43		40.43	144292.21	1.48	1647.78		5.92	US
US084	New York	2005	18.79			68168.34		40.33	147442.36	1.56	1652.05		5.06	US
US084	New York	2006				69754.59		40.22	148753.69	1.55	1656.33	0.34	4.65	US
US084	New York	2007				70955.28		40.12	150524.59	1.46	1660.64		4.51	US
US084	New York	2008	17.71			69524.85		40.01	147585.86	1.22	1664.97		5.35	US
US084	New York	2009				69384.68		39.91	152218.95		1669.31		8.7	US
US084	New York	2010				71109.83		39.81	157053.94		1673.68		9.05	US
US084	New York	2011				71437.42		39.7	157653.81		1678.07	0.6	8.65	US
US084	New York	2012				73091.01		39.6	160141.04		1682.47		8.8	US
US084	New York	2013				73326.6		39.49	159005.78		1686.9		7.94	US
US089	Salt Lake City	2001				54298.57		640.35	105221.79	2.06	35.52		4.38	US
US089	Salt Lake City	2002				53821.88		630.94	106619.07	2.03	36.05		5.94	US
US089	Salt Lake City	2003				53150.4		621.66	105310.75	2.15	36.59		5.8	US
US089	Salt Lake City	2004				54668.34		612.51	107711.51	2.2	37.13		5.12	US
US089	Salt Lake City	2005	15.01			57207.75		603.47	109385.28	2.59	37.69		4.1	US
US089	Salt Lake City	2006				61266.26		594.56	114160.38	3.1	38.25	-0.1	2.91	US
US089	Salt Lake City	2007				64868.64		585.76	118883.63	2.65	38.83		2.54	US
US089	Salt Lake City	2008	13.71			62409.81		577.08	115304.93	2.44	39.41		3.19	US
US089	Salt Lake City	2009				59351.06		568.51	116453.05		40.01		7.54	US
US089	Salt Lake City	2010				59997.28		560.06	120917.05		40.61		7.86	US
US089	Salt Lake City	2011				61062.11		551.72	124125.67		41.22	-4.5	6.58	US
US089	Salt Lake City	2012				63914.64		543.49	127433.77		41.85		5.2	US
US089	Salt Lake City	2013				64399.86		535.37	125079.62		42.48		4.23	US
US097	Pittsburgh	2001				60713.31		591.28	125869.01	1.85	661.39		4.36	US
US097	Pittsburgh	2002				61211.14		594.04	127509.2	2.06	658.32		5.35	US
US097	Pittsburgh	2003				61933.16		596.81	130421.94	1.75	655.27		5.56	US
US097	Pittsburgh	2004				62727.13		599.59	131823.81	2.03	652.22		5.32	US
US097	Pittsburgh	2005	18.98			62887.22		602.39	131540.04	2.28	649.2		4.97	US
US097	Pittsburgh	2006				63680.03		605.19	131986.59	2.76	646.19	6.28	4.43	US
US097	Pittsburgh	2007				65181.78		608.01	133343.61	2.33	643.19		4.11	US
US097	Pittsburgh	2008	17.98			65033.47		610.85	131232.55	1.87	640.2		4.86	US
US097	Pittsburgh	2009				63281.19		613.7	130253.83		637.23		6.71	US
US097	Pittsburgh	2010				65591.38		616.56	135043.12		634.28		7.52	US
US097	Pittsburgh	2011				67183.89		619.43	135775.1		631.33	9.4	7.05	US
US097	Pittsburgh	2012				68940.69		622.32	136075.72		628.4		6.94	US
US097	Pittsburgh	2013				70913.83		625.22	139047.35		625.49		6.46	US
US103	Harrisburg	2001				50230.67		4076.77	98866.1	0.68	100.56		4.08	US
US103	Harrisburg	2002				50461.64		4045.78	98804.22	0.75	101.33		4.63	US
US103	Harrisburg	2003				51151.14		4015.02	102314.5	0.54	102.1		4.65	US
US103	Harrisburg	2004				52442.02		3984.48	104391.0	0.79	102.88		4.42	US
US103	Harrisburg	2005	16.41			52499.58		3954.16	103571.12	0.82	103.67		4.05	US
US103	Harrisburg	2006				53089.45		3924.07	104122.71	0.83	104.47	-0.89	3.7	US
US103	Harrisburg	2007				53458.05		3894.18	105343.16	0.89	105.27		3.64	US
US103	Harrisburg	2008	14.62			52136.59		3864.52	102571.0	0.67	106.08		4.61	US
US103	Harrisburg	2009				52125.7		3835.07	106815.18		106.89		7.07	US
US103	Harrisburg	2010				51748.58		3805.83	108058.37		107.71		7.68	US
US103	Harrisburg	2011				51490.47		3776.81	108201.61		108.54	-0.4	7.33	US
US103	Harrisburg	2012				51829.24		3747.98	108647.65		109.38		7.24	US
US103	Harrisburg	2013				52225.1		3719.38	109332.18		110.22		6.57	US
US106	Philadelphia	2001				50654.43		385.42	108793.18	2.09	909.39		4.68	US
US106	Philadelphia	2002				51915.33		384.46	112275.31	1.85	911.66		5.78	US
US106	Philadelphia	2003				53131.72		383.5	116710.61	1.87	913.93		5.85	US
US106	Philadelphia	2004				54203.24		382.54	119057.13	2.07	916.22		5.55	US
US106	Philadelphia	2005	18.14			54614.48		381.59	118539.67	2.15	918.52		5.06	US
US106	Philadelphia	2006				55478.94		380.63	119575.73	2.2	920.83	1.28	4.76	US
US106	Philadelphia	2007				56959.42		379.67	122877.14	2.16	923.16		4.61	US
US106	Philadelphia	2008	17.18			58081.46		378.71	124699.39	1.78	925.49		5.64	US
US106	Philadelphia	2009				57617.62		377.76	127779.82		927.83		8.31	US
US106	Philadelphia	2010				58040.46		376.8	130802.17		930.19		9.09	US
US106	Philadelphia	2011				57925.3		375.85	130938.43		932.55	4.2	8.94	US
US106	Philadelphia	2012				58778.89		374.89	131695.11		934.93		8.9	US
US106	Philadelphia	2013				58820.61		373.94	131021.73		937.32		8.16	US
US107	Columbus	2001				54159.98		1917.93	102611.55	1.18	144.57		3.49	US
US107	Columbus	2002				55287.9		1894.15	106802.78	1.25	146.39		4.97	US
US107	Columbus	2003				55275.12		1870.48	107961.17	1.37	148.24		5.38	US
US107	Columbus	2004				55550.06		1846.92	109230.81	1.36	150.13		5.44	US
US107	Columbus	2005	11.12			55669.32		1823.45	109715.8	1.4	152.06		5.24	US
US107	Columbus	2006				55066.03		1800.1	107513.59	1.43	154.04	-2.71	4.68	US
US107	Columbus	2007				54363.33		1776.84	106185.54	1.3	156.05		4.77	US
US107	Columbus	2008	10.16			52855.52		1753.69	104590.41	1.15	158.11		5.59	US
US107	Columbus	2009				51086.39		1730.63	104981.69		160.22		8.42	US
US107	Columbus	2010				51907.12		1707.67	108814.23		162.37		8.7	US
US107	Columbus	2011				52425.17		1684.81	109589.84		164.58	-4.7	7.56	US
US107	Columbus	2012				54600.69		1662.04	113330.48		166.83		6.32	US
US107	Columbus	2013				55746.78		1639.37	115436.05		169.14		6.27	US
US114	Denver	2001				60511.37		5.73	111914.58	1.44	101.5		3.82	US
US114	Denver	2002				60567.81		5.64	115173.0	1.25	103.05		5.93	US
US114	Denver	2003				60252.94		5.55	114059.99	1.16	104.63		6.45	US
US114	Denver	2004				60475.83		5.47	114134.52	1.32	106.26		5.86	US
US114	Denver	2005	16.52			62913.75		5.38	117721.93	1.37	107.94		5.25	US
US114	Denver	2006				62969.14		5.3	116075.08	1.31	109.66	1.4	4.36	US
US114	Denver	2007				62852.79		5.21	115953.33	1.54	111.44		3.87	US
US114	Denver	2008	14.85			63685.48		5.13	118027.42	1.31	113.26		4.92	US
US114	Denver	2009				60101.9		5.05	117585.13		115.13		8.31	US
US114	Denver	2010				60606.95		4.96	121420.97		117.06		9.05	US
US114	Denver	2011				60669.67		4.88	122746.33		119.05	-5.1	8.57	US
US114	Denver	2012				61540.96		4.8	123988.35		121.09		7.76	US
US114	Denver	2013				63173.15		4.72	126626.52		123.2		6.6	US
US115	Indianapolis	2001				61343.52		1180.17	117037.04	2.27	209.35		3.3	US
US115	Indianapolis	2002				61211.02		1163.63	118241.36	2.39	212.32		4.57	US
US115	Indianapolis	2003				61794.41		1147.12	119426.5	2.18	215.38		4.74	US
US115	Indianapolis	2004				63865.33		1130.62	124417.37	2.17	218.52		4.72	US
US115	Indianapolis	2005	14.4			63798.7		1114.15	124329.82	2.01	221.75		4.8	US
US115	Indianapolis	2006				64387.42		1097.71	124083.79	1.88	225.08	-1.68	4.35	US
US115	Indianapolis	2007				64789.65		1081.29	125303.13	2.01	228.49		4.02	US
US115	Indianapolis	2008	12.86			64956.85		1064.91	127271.15	1.74	232.01		5.01	US
US115	Indianapolis	2009				62988.25		1048.57	131648.34		235.62		8.56	US
US115	Indianapolis	2010				63942.48		1032.27	137544.95		239.34		8.97	US
US115	Indianapolis	2011				63058.38		1016.01	135538.1		243.17	-6.1	8.24	US
US115	Indianapolis	2012				64261.2		999.8	137696.96		247.12		7.55	US
US115	Indianapolis	2013				65545.51		983.64	140123.14		251.18		6.86	US
US117	Dayton	2001				46298.04		1100.32	96312.95	0.57	309.49		4.44	US
US117	Dayton	2002				47422.55		1102.04	100465.84	1.01	309.0		5.76	US
US117	Dayton	2003				47550.17		1103.73	101288.24	0.82	308.53		6.23	US
US117	Dayton	2004				48151.32		1105.39	103316.22	0.95	308.07		6.3	US
US117	Dayton	2005	11.08			48292.25		1107.02	103666.2	1.06	307.61		6.09	US
US117	Dayton	2006				48854.36		1108.62	103994.15	0.94	307.17	3.04	5.71	US
US117	Dayton	2007				47490.09		1110.18	101677.27	0.9	306.74		5.94	US
US117	Dayton	2008	10.54			46199.85		1111.72	100515.28	0.84	306.31		7.14	US
US117	Dayton	2009				43923.07		1113.22	99867.21		305.9		10.92	US
US117	Dayton	2010				44823.93		1114.69	102925.62		305.5		10.77	US
US117	Dayton	2011				45871.92		1116.13	104733.18		305.1	6.7	9.27	US
US117	Dayton	2012				46756.75		1117.53	106836.5		304.72		7.82	US
US117	Dayton	2013				46565.4		1118.91	107206.09		304.35		7.78	US
US122	Baltimore	2001				50851.51		1031.8	104604.08	1.69	503.97		4.66	US
US122	Baltimore	2002				52028.1		1027.35	107719.73	1.59	506.15		5.12	US
US122	Baltimore	2003				52630.61		1022.87	109535.42	1.57	508.37		5.23	US
US122	Baltimore	2004				54085.83		1018.37	112628.49	1.72	510.62		5.01	US
US122	Baltimore	2005	15.07			54907.39		1013.83	112292.88	1.74	512.91		4.77	US
US122	Baltimore	2006				55967.5		1009.25	111920.84	1.74	515.23	-0.45	4.34	US
US122	Baltimore	2007				56492.61		1004.65	113555.08	1.54	517.59		3.87	US
US122	Baltimore	2008	14.28			55276.14		1000.03	111473.97	1.32	519.98		4.76	US
US122	Baltimore	2009				55560.81		995.37	116266.7		522.42		8.18	US
US122	Baltimore	2010				57239.36		990.68	120135.76		524.89		8.74	US
US122	Baltimore	2011				57256.04		985.97	118895.96		527.4	2.8	8.04	US
US122	Baltimore	2012				58038.98		981.23	118900.89		529.94		7.63	US
US122	Baltimore	2013				57629.08		976.46	117861.55		532.53		7.23	US
US124	Cincinnati	2001				48377.3		3149.15	96778.34	2.63	185.34		4.05	US
US124	Cincinnati	2002				49112.91		3132.33	99174.25	2.18	186.34		5.13	US
US124	Cincinnati	2003				49730.58		3115.18	99862.11	2.46	187.36		5.34	US
US124	Cincinnati	2004				50300.58		3097.7	100587.93	2.53	188.42		5.3	US
US124	Cincinnati	2005	29.09			51161.81		3079.88	101807.75	2.87	189.51		5.31	US
US124	Cincinnati	2006				50756.0		3061.74	100261.63	3.04	190.63	-0.27	5.15	US
US124	Cincinnati	2007				50767.8		3043.28	99898.29	2.72	191.79		5.03	US
US124	Cincinnati	2008	25.73			50207.39		3024.5	99538.18	2.47	192.98		5.83	US
US124	Cincinnati	2009				48653.97		3005.38	100869.95		194.21		9.29	US
US124	Cincinnati	2010				49612.88		2985.96	105078.74		195.47		9.67	US
US124	Cincinnati	2011				50122.26		2966.23	106591.31		196.77	0.5	8.62	US
US124	Cincinnati	2012				51886.97		2946.18	110250.13		198.11		7.26	US
US124	Cincinnati	2013				52520.99		2925.82	111488.11		199.49		7.05	US
US125	Washington	2001				66916.22		1195.06	124814.38	2.25	295.58		3.36	US
US125	Washington	2002				68811.0		1177.62	128866.45	1.91	299.96		4.01	US
US125	Washington	2003				70705.12		1160.25	132692.74	1.63	304.45		3.87	US
US125	Washington	2004				73889.8		1142.96	137814.19	1.71	309.06		3.67	US
US125	Washington	2005	14.41			75798.83		1125.74	139775.41	1.68	313.79		3.45	US
US125	Washington	2006				75972.38		1108.6	138883.73	1.73	318.64	-2.45	3.09	US
US125	Washington	2007				76591.37		1091.53	141478.78	1.46	323.62		2.95	US
US125	Washington	2008	12.99			76791.9		1074.52	141739.29	1.39	328.74		3.69	US
US125	Washington	2009				76224.3		1057.59	146328.38		334.01		6.21	US
US125	Washington	2010				77356.4		1040.73	149066.58		339.42		6.48	US
US125	Washington	2011				76868.4		1023.94	147371.84		344.98	-4.9	6.07	US
US125	Washington	2012				76027.04		1007.22	145679.8		350.71		5.69	US
US125	Washington	2013				74299.15		990.57	143610.63		356.6		5.44	US
US128	Kansas City	2001				52578.37		4740.04	101550.01	0.58	95.81		4.41	US
US128	Kansas City	2002				52999.93		4692.17	104743.53	0.66	96.79		5.49	US
US128	Kansas City	2003				53066.22		4644.48	105675.94	0.59	97.79		6.01	US
US128	Kansas City	2004				53745.85		4596.98	107318.6	0.72	98.8		6.09	US
US128	Kansas City	2005	25.75			53840.69		4549.67	107287.9	0.79	99.82		5.65	US
US128	Kansas City	2006				53660.19		4502.54	107068.74	0.82	100.87	-0.94	5.03	US
US128	Kansas City	2007				54016.99		4455.62	107839.89	0.79	101.93		5.0	US
US128	Kansas City	2008	22.61			53708.51		4408.89	109216.58	0.62	103.01		5.65	US
US128	Kansas City	2009				52562.03		4362.36	110590.17		104.11		8.92	US
US128	Kansas City	2010				53458.74		4316.05	114024.61		105.23		8.89	US
US128	Kansas City	2011				52811.66		4269.95	113045.32		106.36	-4.1	8.01	US
US128	Kansas City	2012				53426.82		4224.06	114558.05		107.52		6.73	US
US128	Kansas City	2013				53606.76		4178.4	115912.28		108.69		6.37	US
US133	Colorado Springs	2001				42057.1		18.82	85480.67	1.55	78.62		4.22	US
US133	Colorado Springs	2002				41053.23		18.48	84902.42	1.03	80.07		6.13	US
US133	Colorado Springs	2003				41889.1		18.14	86585.11	1.34	81.55		6.28	US
US133	Colorado Springs	2004				41789.19		17.81	85961.32	1.11	83.06		5.78	US
US133	Colorado Springs	2005	17.39			42835.09		17.49	87469.55	1.18	84.6		5.36	US
US133	Colorado Springs	2006				42164.66		17.17	84909.0	1.63	86.16	1.9	4.6	US
US133	Colorado Springs	2007				41873.97		16.86	85607.69	0.73	87.76		4.29	US
US133	Colorado Springs	2008	15.17			40155.15		16.56	84297.38	0.78	89.38		5.62	US
US133	Colorado Springs	2009				39704.84		16.25	87862.06		91.03		8.73	US
US133	Colorado Springs	2010				40548.24		15.96	92264.04		92.72		9.79	US
US133	Colorado Springs	2011				40111.68		15.67	92837.85		94.44	-2.6	9.52	US
US133	Colorado Springs	2012				39987.38		15.38	93960.22		96.18		9.13	US
US133	Colorado Springs	2013				39276.49		15.1	92959.02		97.96		8.02	US
US134	Saint Louis (US)	2001				48583.09		1931.52	95883.41	1.16	189.71		4.53	US
US134	Saint Louis (US)	2002				49547.08		1924.39	98867.09	1.4	190.41		5.35	US
US134	Saint Louis (US)	2003				50414.3		1917.09	102097.28	1.39	191.14		5.79	US
US134	Saint Louis (US)	2004				50905.09		1909.61	103846.16	1.5	191.88		6.0	US
US134	Saint Louis (US)	2005	23.59			51264.37		1901.95	103701.89	1.45	192.66		5.57	US
US134	Saint Louis (US)	2006				50770.06		1894.12	101780.58	1.6	193.45	1.08	5.05	US
US134	Saint Louis (US)	2007				50760.72		1886.11	102143.18	1.44	194.27		5.29	US
US134	Saint Louis (US)	2008	21.45			51618.89		1877.93	105752.09	1.4	195.12		6.32	US
US134	Saint Louis (US)	2009				50652.33		1869.58	108552.53		195.99		9.84	US
